asset_id,ifc_class,name,canonical_class,class_confidence,flags,primary_flag,true_class,review_status,reviewer_notes,review_timestamp
2ad88222-0554-5f1c-b88b-c391a04febe9,IfcPipeFitting,M_Pipe Elbow:Standard:531028,,0.5,LOW_AI_CONF,LOW_AI_CONF,,PENDING,,
7965d47e-35e1-55e5-bde0-982264ac839f,IfcDoor,Drehflügel 1-flg - Stahlzarge:88.5 x 2.26:575092,,0.5,LOW_AI_CONF,LOW_AI_CONF,,PENDING,,
cd167c91-8daa-5031-98be-eb5c21f635af,IfcAirTerminal,M_Supply Diffuser - Sidewall:450 x 200:403378,,0.5,LOW_AI_CONF,LOW_AI_CONF,,PENDING,,
e1a448d8-2890-5ac1-bb3d-f702bd16d114,IfcColumn,STB Stütze - rund:STB d=30:574557,Columns (Concrete),0.9,,,,PENDING,,
0cd33bb6-60d2-5725-89f2-cfa9c763caef,IfcBeam,UB-Universal Beams (AS 3679_1):200UB25.4:1117066,Beam (Concrete),0.9,,,,PENDING,,
4b9dfb27-7150-599e-aafc-4fd3ad52bb97,IfcWall,Basic Wall:MW 17.5:573717,,0.5,LOW_AI_CONF,LOW_AI_CONF,,PENDING,,
c8e263d7-17a1-5c3c-a682-25f0e1709cfa,IfcLightFixture,M_Plain Recessed Lighting Fixture:600x600 - 277:499806,Lighting Fixture,0.9,,,,PENDING,,
bfc0397f-14bf-573d-95ac-e50634284337,IfcSlab,bridge road - approach slab,Slabs,0.9,,,,PENDING,,
f6b5dba6-4a5b-5fdc-945e-ec56b7d4b4d3,IfcWall,Basic Wall:Interior - 165 Partition (1-hr):906885,,0.5,LOW_AI_CONF,LOW_AI_CONF,,PENDING,,
3d0d0014-55b8-5efd-bee4-aa0fb5e809ed,IfcLightFixture,M_Plain Recessed Lighting Fixture:600x600 - 277:499906,Lighting Fixture,0.9,,,,PENDING,,
d6d33b3a-87d7-5796-a3cc-64366dc8aa66,IfcPipeSegment,Pipe Types:Standard:711742,,0.5,LOW_AI_CONF,LOW_AI_CONF,,PENDING,,
08d7aac3-f2fc-50e2-88e0-579ada8c22a7,IfcRoof,house - roof,,0.5,LOW_AI_CONF,LOW_AI_CONF,,PENDING,,
b091fff8-2acc-5f9e-92e9-116693036034,IfcPipeSegment,Pipe Types:Standard:531125,,0.5,LOW_AI_CONF,LOW_AI_CONF,,PENDING,,
ad9c4575-e1a7-5cc7-8ea0-0cad46be26a7,IfcPipeSegment,Pipe Types:Standard:606542,,0.5,LOW_AI_CONF,LOW_AI_CONF,,PENDING,,
8b5d6fbe-8075-5987-abbe-5e4213c8916a,IfcPipeSegment,Pipe Types:Standard:529202,,0.5,LOW_AI_CONF,LOW_AI_CONF,,PENDING,,
53966d82-0a74-5992-81e0-68a03678e3fa,IfcColumn,STB Stütze - rund:STB d=30:573495,Columns (Concrete),0.9,,,,PENDING,,
7f36ba71-b0b6-5fab-aa7b-4ef50e250311,IfcBeam,Light Gauge-Joists:SC15012:1046474,Beam (Concrete),0.9,,,,PENDING,,
8533873d-c61d-56b2-b005-b089f9ef8eb6,IfcAirTerminal,M_Supply Diffuser - Rectangular Face Round Neck:600x600 - 250 Neck:415060,,0.5,LOW_AI_CONF,LOW_AI_CONF,,PENDING,,
