asset_id,ifc_class,name,canonical_class,class_confidence,flags,primary_flag,true_class,review_status,reviewer_notes,review_timestamp
2db12544-1045-591a-b14b-55d5f5be6815,IfcLightFixture,M_Plain Recessed Lighting Fixture:600x600 - 277:499499,Lighting Fixture,0.9,,,,PENDING,,
8d128970-4ec0-574e-a991-6f3afc66d203,IfcPipeSegment,Pipe Types:Standard:529687,,0.5,LOW_AI_CONF,LOW_AI_CONF,,PENDING,,
c70b1103-f342-529a-89d0-af48fa06d44a,IfcBeam,Light Gauge-Joists:SC15012:1046336,Beam (Concrete),0.9,NEGATIVE_VALUE,NEGATIVE_VALUE,,PENDING,,
8fdd01cf-7fab-5ec5-bcfc-21d05cc40ccb,IfcLightFixture,M_Plain Recessed Lighting Fixture:600x600 - 277:432196,Lighting Fixture,0.9,,,,PENDING,,
2aec2767-73c3-582c-8d1a-6d93d764b8e7,IfcStair,Precast Stair:Stair:513254,,0.5,LOW_AI_CONF,LOW_AI_CONF,,PENDING,,
6ef6f782-b7a5-52cb-9e7f-69342ea6a33f,IfcWindow,Single Window:Standard:457479,,0.5,LOW_AI_CONF,LOW_AI_CONF,,PENDING,,
8e2ab015-6a77-57ea-a71a-4fc544a64c93,IfcSlab,Floor:FB 15.0 - Holzdielen:577501,Floors,0.9,,,,PENDING,,
9269c9b6-6ce7-528d-9394-34fa1a925ddc,IfcBeam,Light Gauge-Joists:SC15012:1046486,Beam (Concrete),0.9,,,,PENDING,,
515e51f4-aaa9-5b25-8ea5-374cfbf7f7ba,IfcSlab,Floor:FB 10.0 - Fliesen 15 x 15:579067,Floors,0.9,,,,PENDING,,
7edf8d88-14d1-5026-b7bb-cc71868817bf,IfcAirTerminal,M_Supply Diffuser - Rectangular Face Round Neck:600x600 - 250 Neck:490381,,0.5,LOW_AI_CONF,LOW_AI_CONF,,PENDING,,
6b55ff8b-f62d-5033-9f6e-953943cc9dc3,IfcBeam,M_TJL Wood Open Web Joist:356mm:1315726,Beam (Concrete),0.9,,,,PENDING,,
942402eb-211d-5ef5-b791-f82cfa727186,IfcWall,Basic Wall:MW 11.5:573752,,0.5,LOW_AI_CONF,LOW_AI_CONF,,PENDING,,
