asset_id,name,value_raw,unit_raw,value_norm,unit_norm,confidence,source,te_reason
40f07bd3-cf13-5a40-9b24-79dfff96626e,NetSideArea,8.928090911402801,,8.928090911402801,m²,1.0,ifc,assume_m2
69e143da-7417-56b9-a331-4fe5afcd61f1,NetVolume,4.230883117545889,,4.230883117545889,m³,1.0,ifc,assume_m3
69e143da-7417-56b9-a331-4fe5afcd61f1,Width,200.00000000000975,,200.00000000000975,m,1.0,ifc,assume_m
69e143da-7417-56b9-a331-4fe5afcd61f1,Length,6000.000000000036,,6000.000000000036,m,1.0,ifc,assume_m
69e143da-7417-56b9-a331-4fe5afcd61f1,NetSideArea,21.154415587728412,,21.154415587728412,m²,1.0,ifc,assume_m2
e51b7094-ee65-52cf-8f8c-6c31b3dca2b9,NetVolume,0.16470195328802126,,0.16470195328802126,m³,1.0,ifc,assume_m3
e51b7094-ee65-52cf-8f8c-6c31b3dca2b9,Width,24.000000000082615,,24.000000000082615,m,1.0,ifc,assume_m
e51b7094-ee65-52cf-8f8c-6c31b3dca2b9,Length,3800.000000000086,,3800.000000000086,m,1.0,ifc,assume_m
e51b7094-ee65-52cf-8f8c-6c31b3dca2b9,NetSideArea,6.862581386977263,,6.862581386977263,m²,1.0,ifc,assume_m2
2712f229-45ca-50c9-b37c-9ebddeeb5a64,Length,2699.9999999999427,,2699.9999999999427,m,1.0,ifc,assume_m
2712f229-45ca-50c9-b37c-9ebddeeb5a64,CrossSectionArea,0.020000000000000465,,0.020000000000000465,m²,1.0,ifc,assume_m2
35d820e8-f929-5abe-88c7-ab209c1f020d,NetVolume,0.1160000000000022,,0.1160000000000022,m³,1.0,ifc,assume_m3
35d820e8-f929-5abe-88c7-ab209c1f020d,Length,5799.999999999974,,5799.999999999974,m,1.0,ifc,assume_m
35d820e8-f929-5abe-88c7-ab209c1f020d,CrossSectionArea,0.02000000000000047,,0.02000000000000047,m²,1.0,ifc,assume_m2
71961636-f512-5293-bdab-b41db35ab907,NetVolume,0.011999999999998965,,0.011999999999998965,m³,1.0,ifc,assume_m3
71961636-f512-5293-bdab-b41db35ab907,Length,599.9999999999343,,599.9999999999343,m,1.0,ifc,assume_m
71961636-f512-5293-bdab-b41db35ab907,CrossSectionArea,0.020000000000000465,,0.020000000000000465,m²,1.0,ifc,assume_m2
d6977c35-f1fd-54af-a8e5-74659b436fe6,NetVolume,0.08000000000000046,,0.08000000000000046,m³,1.0,ifc,assume_m3
d6977c35-f1fd-54af-a8e5-74659b436fe6,Length,3999.9999999999313,,3999.9999999999313,m,1.0,ifc,assume_m
d6977c35-f1fd-54af-a8e5-74659b436fe6,CrossSectionArea,0.02000000000000046,,0.02000000000000046,m²,1.0,ifc,assume_m2
5e127ea1-4fc2-58e6-a4a4-1570a3ab2c80,NetVolume,0.11600000000000217,,0.11600000000000217,m³,1.0,ifc,assume_m3
5e127ea1-4fc2-58e6-a4a4-1570a3ab2c80,Length,5799.999999999974,,5799.999999999974,m,1.0,ifc,assume_m
5e127ea1-4fc2-58e6-a4a4-1570a3ab2c80,CrossSectionArea,0.020000000000000465,,0.020000000000000465,m²,1.0,ifc,assume_m2
4624633a-7ff0-5d4e-a4a0-4123233118e0,NetVolume,0.11600000000000223,,0.11600000000000223,m³,1.0,ifc,assume_m3
4624633a-7ff0-5d4e-a4a0-4123233118e0,Length,5799.999999999974,,5799.999999999974,m,1.0,ifc,assume_m
4624633a-7ff0-5d4e-a4a0-4123233118e0,CrossSectionArea,0.020000000000000472,,0.020000000000000472,m²,1.0,ifc,assume_m2
604d45bb-1499-5fde-9c53-d43bf79bbae4,NetVolume,4.28651536853961,,4.28651536853961,m³,1.0,ifc,assume_m3
604d45bb-1499-5fde-9c53-d43bf79bbae4,Width,200.0000000000794,,200.0000000000794,m,1.0,ifc,assume_m
604d45bb-1499-5fde-9c53-d43bf79bbae4,Length,5200.000000000204,,5200.000000000204,m,1.0,ifc,assume_m
604d45bb-1499-5fde-9c53-d43bf79bbae4,NetSideArea,21.43257684268954,,21.43257684268954,m²,1.0,ifc,assume_m2
00d1b950-f44c-51a2-9527-743a7edd4a09,NetVolume,2.9313093077792742,,2.9313093077792742,m³,1.0,ifc,assume_m3
00d1b950-f44c-51a2-9527-743a7edd4a09,Width,200.00000000009933,,200.00000000009933,m,1.0,ifc,assume_m
00d1b950-f44c-51a2-9527-743a7edd4a09,Length,3800.0000000000714,,3800.0000000000714,m,1.0,ifc,assume_m
00d1b950-f44c-51a2-9527-743a7edd4a09,NetSideArea,14.65654653888909,,14.65654653888909,m²,1.0,ifc,assume_m2
fa131d94-af27-58a2-9eaa-f07bf3c75c1a,NetVolume,0.7456913421348146,,0.7456913421348146,m³,1.0,ifc,assume_m3
fa131d94-af27-58a2-9eaa-f07bf3c75c1a,Width,200.0000000000498,,200.0000000000498,m,1.0,ifc,assume_m
fa131d94-af27-58a2-9eaa-f07bf3c75c1a,Length,1299.9999999999152,,1299.9999999999152,m,1.0,ifc,assume_m
fa131d94-af27-58a2-9eaa-f07bf3c75c1a,NetSideArea,3.7284567106731448,,3.7284567106731448,m²,1.0,ifc,assume_m2
bf8a20ac-6837-58d7-8f04-ec9e3d06479f,NetVolume,3.044574026405024,,3.044574026405024,m³,1.0,ifc,assume_m3
bf8a20ac-6837-58d7-8f04-ec9e3d06479f,Width,200.00000000007506,,200.00000000007506,m,1.0,ifc,assume_m
bf8a20ac-6837-58d7-8f04-ec9e3d06479f,Length,3900.000000000167,,3900.000000000167,m,1.0,ifc,assume_m
bf8a20ac-6837-58d7-8f04-ec9e3d06479f,NetSideArea,15.222870132019404,,15.222870132019404,m²,1.0,ifc,assume_m2
dd404b51-0c16-5e89-9b21-b9c8769ffd51,NetVolume,1.7534133355664374,,1.7534133355664374,m³,1.0,ifc,assume_m3
dd404b51-0c16-5e89-9b21-b9c8769ffd51,Depth,200.00000000000003,,200.00000000000003,m,1.0,ifc,assume_m
dd404b51-0c16-5e89-9b21-b9c8769ffd51,NetArea,8.767066677832185,,8.767066677832185,m²,1.0,ifc,assume_m2
bfc0397f-14bf-573d-95ac-e50634284337,NetVolume,1.7534133355664372,,1.7534133355664372,m³,1.0,ifc,assume_m3
bfc0397f-14bf-573d-95ac-e50634284337,Depth,200.00000000000003,,200.00000000000003,m,1.0,ifc,assume_m
bfc0397f-14bf-573d-95ac-e50634284337,NetArea,8.767066677832183,,8.767066677832183,m²,1.0,ifc,assume_m2
0a6453d4-2a5a-5b5a-831e-849b93c2efbf,NetVolume,1.8689166720000028,,1.8689166720000028,m³,1.0,ifc,assume_m3
0a6453d4-2a5a-5b5a-831e-849b93c2efbf,Depth,55.999999999999986,,55.999999999999986,m,1.0,ifc,assume_m
0a6453d4-2a5a-5b5a-831e-849b93c2efbf,NetArea,33.373512000000055,,33.373512000000055,m²,1.0,ifc,assume_m2
1dfbcf63-b717-55b9-941a-6abcb95655bd,NetVolume,4.526915656682752,,4.526915656682752,m³,1.0,ifc,assume_m3
87ed24c5-bdff-5733-8956-12071e24d10b,NetVolume,4.526915656682752,,4.526915656682752,m³,1.0,ifc,assume_m3
d4661d9b-73c4-594f-9de2-2c660fc8d3d1,NetVolume,4.526915656682752,,4.526915656682752,m³,1.0,ifc,assume_m3
63c9fbf8-57f4-5885-b11b-4e1f442e1f85,NetVolume,24.950281166526725,,24.950281166526725,m³,1.0,ifc,assume_m3
9aa075ed-dbf3-5b8d-aada-379831cc577f,NetVolume,24.950281166526725,,24.950281166526725,m³,1.0,ifc,assume_m3
9f639363-e275-5422-b9c6-06c4d88fd08b,NetVolume,24.950281166526725,,24.950281166526725,m³,1.0,ifc,assume_m3
2ed923c4-157e-50ad-9305-c906d6b5e37f,NetVolume,24.950281166526725,,24.950281166526725,m³,1.0,ifc,assume_m3
6de95f5c-2842-5bb1-afeb-904b9ae063e1,NetVolume,0.3461128140335334,,0.3461128140335334,m³,1.0,ifc,assume_m3
83f51216-ad4c-537e-b37f-88fdd4a8ec1f,NetVolume,0.34611281403353333,,0.34611281403353333,m³,1.0,ifc,assume_m3
fc0196ec-cbe1-57a3-a098-47ca7102bb65,NetVolume,0.4800000000000016,,0.4800000000000016,m³,1.0,ifc,assume_m3
fc0196ec-cbe1-57a3-a098-47ca7102bb65,CrossSectionArea,0.12000000000000037,,0.12000000000000037,m²,1.0,ifc,assume_m2
cadfad0b-b4b2-568b-ad14-d6ded6bc6f1f,NetVolume,0.4800000000000016,,0.4800000000000016,m³,1.0,ifc,assume_m3
cadfad0b-b4b2-568b-ad14-d6ded6bc6f1f,Length,4000.0000000000005,,4000.0000000000005,m,1.0,ifc,assume_m
cadfad0b-b4b2-568b-ad14-d6ded6bc6f1f,CrossSectionArea,0.12000000000000037,,0.12000000000000037,m²,1.0,ifc,assume_m2
a8f47ac7-3b81-5d8d-b40f-6d447c9589aa,NetVolume,0.4800000000000016,,0.4800000000000016,m³,1.0,ifc,assume_m3
a8f47ac7-3b81-5d8d-b40f-6d447c9589aa,Length,4000.0000000000005,,4000.0000000000005,m,1.0,ifc,assume_m
a8f47ac7-3b81-5d8d-b40f-6d447c9589aa,CrossSectionArea,0.12000000000000037,,0.12000000000000037,m²,1.0,ifc,assume_m2
c876d627-18a9-50ed-9c1e-b8d73dc3f895,Reference,Generic 150mm,,150.0,mm,1.0,ifc,noop
c876d627-18a9-50ed-9c1e-b8d73dc3f895,IsExternal,False,,0.0,,1.0,ifc,noop
c876d627-18a9-50ed-9c1e-b8d73dc3f895,PitchAngle,0.0,,0.0,deg,1.0,ifc,assume_deg
c876d627-18a9-50ed-9c1e-b8d73dc3f895,LoadBearing,False,,0.0,,1.0,ifc,noop
c876d627-18a9-50ed-9c1e-b8d73dc3f895,GrossArea,105.906000000004,,105.906000000004,m²,1.0,ifc,assume_m2
c876d627-18a9-50ed-9c1e-b8d73dc3f895,NetArea,219.012000000009,,219.012000000009,m²,1.0,ifc,assume_m2
c876d627-18a9-50ed-9c1e-b8d73dc3f895,GrossVolume,15885.9000000006,,15885.9000000006,m³,1.0,ifc,assume_m3
c876d627-18a9-50ed-9c1e-b8d73dc3f895,NetVolume,15.8859000000007,,15.8859000000007,m³,1.0,ifc,assume_m3
c876d627-18a9-50ed-9c1e-b8d73dc3f895,Perimeter,48000.0000000007,,48000.0000000007,m,1.0,ifc,assume_m
c876d627-18a9-50ed-9c1e-b8d73dc3f895,Width,150.0,,150.0,m,1.0,ifc,assume_m
7970d78b-adf3-5f9c-942d-fa2dbc8f04df,Reference,Generic 300,,300.0,,1.0,ifc,noop
7970d78b-adf3-5f9c-942d-fa2dbc8f04df,IsExternal,False,,0.0,,1.0,ifc,noop
7970d78b-adf3-5f9c-942d-fa2dbc8f04df,PitchAngle,0.0,,0.0,deg,1.0,ifc,assume_deg
7970d78b-adf3-5f9c-942d-fa2dbc8f04df,LoadBearing,False,,0.0,,1.0,ifc,noop
7970d78b-adf3-5f9c-942d-fa2dbc8f04df,GrossArea,100.493041642206,,100.493041642206,m²,1.0,ifc,assume_m2
7970d78b-adf3-5f9c-942d-fa2dbc8f04df,NetArea,214.669234508776,,214.669234508776,m²,1.0,ifc,assume_m2
7970d78b-adf3-5f9c-942d-fa2dbc8f04df,GrossVolume,30147.9124926617,,30147.9124926617,m³,1.0,ifc,assume_m3
7970d78b-adf3-5f9c-942d-fa2dbc8f04df,NetVolume,30.1479124926617,,30.1479124926617,m³,1.0,ifc,assume_m3
7970d78b-adf3-5f9c-942d-fa2dbc8f04df,Perimeter,45610.5040812146,,45610.5040812146,m,1.0,ifc,assume_m
7970d78b-adf3-5f9c-942d-fa2dbc8f04df,Width,300.0,,300.0,m,1.0,ifc,assume_m
b9120fff-ecdf-50b9-8d6f-b057d600ba58,Reference,Pad 2,,2.0,,1.0,ifc,noop
b9120fff-ecdf-50b9-8d6f-b057d600ba58,IsExternal,False,,0.0,,1.0,ifc,noop
b9120fff-ecdf-50b9-8d6f-b057d600ba58,PitchAngle,0.0,,0.0,deg,1.0,ifc,assume_deg
b9120fff-ecdf-50b9-8d6f-b057d600ba58,NetArea,320.539117081336,,320.539117081336,m²,1.0,ifc,assume_m2
b9120fff-ecdf-50b9-8d6f-b057d600ba58,NetVolume,44.8266748994053,,44.8266748994053,m³,1.0,ifc,assume_m3
b9120fff-ecdf-50b9-8d6f-b057d600ba58,Perimeter,72315.3925065558,,72315.3925065558,m,1.0,ifc,assume_m
729e8b0c-f472-59a2-ac39-f4904f04f587,Reference,Concrete-Domestic 425mm,,425.0,mm,1.0,ifc,noop
729e8b0c-f472-59a2-ac39-f4904f04f587,IsExternal,False,,0.0,,1.0,ifc,noop
729e8b0c-f472-59a2-ac39-f4904f04f587,ThermalTransmittance,0.608392189447445,,0.608392189447445,W/(m²·K),1.0,ifc,assume_W_per_m2K
729e8b0c-f472-59a2-ac39-f4904f04f587,PitchAngle,0.0,,0.0,deg,1.0,ifc,assume_deg
729e8b0c-f472-59a2-ac39-f4904f04f587,LoadBearing,True,,1.0,,1.0,ifc,noop
729e8b0c-f472-59a2-ac39-f4904f04f587,GrossArea,38.4599999999999,,38.4599999999999,m²,1.0,ifc,assume_m2
729e8b0c-f472-59a2-ac39-f4904f04f587,NetArea,87.4684999999997,,87.4684999999997,m²,1.0,ifc,assume_m2
729e8b0c-f472-59a2-ac39-f4904f04f587,GrossVolume,16345.4999999999,,16345.4999999999,m³,1.0,ifc,assume_m3
729e8b0c-f472-59a2-ac39-f4904f04f587,NetVolume,16.3454999999999,,16.3454999999999,m³,1.0,ifc,assume_m3
729e8b0c-f472-59a2-ac39-f4904f04f587,Perimeter,24820.0,,24820.0,m,1.0,ifc,assume_m
729e8b0c-f472-59a2-ac39-f4904f04f587,Width,425.0,,425.0,m,1.0,ifc,assume_m
4804b632-2e38-50d2-8f97-91f8b4300357,Reference,600 x 600 x 900mm,,900.0,mm,1.0,ifc,noop
4804b632-2e38-50d2-8f97-91f8b4300357,IsExternal,False,,0.0,,1.0,ifc,noop
4804b632-2e38-50d2-8f97-91f8b4300357,GrossArea,0.36,,0.36,m²,1.0,ifc,assume_m2
4804b632-2e38-50d2-8f97-91f8b4300357,NetArea,1.44,,1.44,m²,1.0,ifc,assume_m2
4804b632-2e38-50d2-8f97-91f8b4300357,GrossVolume,108.0,,108.0,m³,1.0,ifc,assume_m3
4804b632-2e38-50d2-8f97-91f8b4300357,NetVolume,0.108,,0.108,m³,1.0,ifc,assume_m3
4804b632-2e38-50d2-8f97-91f8b4300357,Perimeter,2400.0,,2400.0,m,1.0,ifc,assume_m
4804b632-2e38-50d2-8f97-91f8b4300357,Width,600.0,,600.0,m,1.0,ifc,assume_m
18c26f40-ce1a-51cc-a562-6eae82c8a7e7,Reference,600mm Diameter,,600.0,mm,1.0,ifc,noop
18c26f40-ce1a-51cc-a562-6eae82c8a7e7,IsExternal,False,,0.0,,1.0,ifc,noop
18c26f40-ce1a-51cc-a562-6eae82c8a7e7,GrossArea,0.0706763837951801,,0.0706763837951801,m²,1.0,ifc,assume_m2
18c26f40-ce1a-51cc-a562-6eae82c8a7e7,NetArea,5.79809833135518,,5.79809833135518,m²,1.0,ifc,assume_m2
18c26f40-ce1a-51cc-a562-6eae82c8a7e7,GrossVolume,424.199655538671,,424.199655538671,m³,1.0,ifc,assume_m3
18c26f40-ce1a-51cc-a562-6eae82c8a7e7,NetVolume,0.424233813068043,,0.424233813068043,m³,1.0,ifc,assume_m3
18c26f40-ce1a-51cc-a562-6eae82c8a7e7,Perimeter,942.477796076936,,942.477796076936,m,1.0,ifc,assume_m
18c26f40-ce1a-51cc-a562-6eae82c8a7e7,Width,6002.0,,6002.0,m,1.0,ifc,assume_m
77ac167f-2a62-5a46-8bc1-93e8371769a6,Reference,600 x 600 x 900mm,,900.0,mm,1.0,ifc,noop
77ac167f-2a62-5a46-8bc1-93e8371769a6,IsExternal,False,,0.0,,1.0,ifc,noop
77ac167f-2a62-5a46-8bc1-93e8371769a6,GrossArea,0.36,,0.36,m²,1.0,ifc,assume_m2
77ac167f-2a62-5a46-8bc1-93e8371769a6,NetArea,1.44,,1.44,m²,1.0,ifc,assume_m2
77ac167f-2a62-5a46-8bc1-93e8371769a6,GrossVolume,108.0,,108.0,m³,1.0,ifc,assume_m3
77ac167f-2a62-5a46-8bc1-93e8371769a6,NetVolume,0.108,,0.108,m³,1.0,ifc,assume_m3
77ac167f-2a62-5a46-8bc1-93e8371769a6,Perimeter,2400.0,,2400.0,m,1.0,ifc,assume_m
77ac167f-2a62-5a46-8bc1-93e8371769a6,Width,600.0,,600.0,m,1.0,ifc,assume_m
04de3e64-000e-500e-8664-b711869d30cf,Reference,600mm Diameter,,600.0,mm,1.0,ifc,noop
04de3e64-000e-500e-8664-b711869d30cf,IsExternal,False,,0.0,,1.0,ifc,noop
04de3e64-000e-500e-8664-b711869d30cf,GrossArea,0.0706763837951801,,0.0706763837951801,m²,1.0,ifc,assume_m2
04de3e64-000e-500e-8664-b711869d30cf,NetArea,5.79809833135518,,5.79809833135518,m²,1.0,ifc,assume_m2
04de3e64-000e-500e-8664-b711869d30cf,GrossVolume,424.199655538671,,424.199655538671,m³,1.0,ifc,assume_m3
04de3e64-000e-500e-8664-b711869d30cf,NetVolume,0.424233813068043,,0.424233813068043,m³,1.0,ifc,assume_m3
04de3e64-000e-500e-8664-b711869d30cf,Perimeter,942.477796076936,,942.477796076936,m,1.0,ifc,assume_m
04de3e64-000e-500e-8664-b711869d30cf,Width,6002.0,,6002.0,m,1.0,ifc,assume_m
041af709-fc6a-53de-85e7-4298c12304fb,Reference,600 x 600 x 900mm,,900.0,mm,1.0,ifc,noop
041af709-fc6a-53de-85e7-4298c12304fb,IsExternal,False,,0.0,,1.0,ifc,noop
041af709-fc6a-53de-85e7-4298c12304fb,GrossArea,0.36,,0.36,m²,1.0,ifc,assume_m2
041af709-fc6a-53de-85e7-4298c12304fb,NetArea,1.44,,1.44,m²,1.0,ifc,assume_m2
041af709-fc6a-53de-85e7-4298c12304fb,GrossVolume,108.0,,108.0,m³,1.0,ifc,assume_m3
041af709-fc6a-53de-85e7-4298c12304fb,NetVolume,0.108,,0.108,m³,1.0,ifc,assume_m3
041af709-fc6a-53de-85e7-4298c12304fb,Perimeter,2400.0,,2400.0,m,1.0,ifc,assume_m
041af709-fc6a-53de-85e7-4298c12304fb,Width,600.0,,600.0,m,1.0,ifc,assume_m
cab793c4-8e31-587c-a846-d340bd4db792,Reference,600mm Diameter,,600.0,mm,1.0,ifc,noop
cab793c4-8e31-587c-a846-d340bd4db792,IsExternal,False,,0.0,,1.0,ifc,noop
cab793c4-8e31-587c-a846-d340bd4db792,GrossArea,0.0706763837951802,,0.0706763837951802,m²,1.0,ifc,assume_m2
cab793c4-8e31-587c-a846-d340bd4db792,NetArea,5.79809833135519,,5.79809833135519,m²,1.0,ifc,assume_m2
cab793c4-8e31-587c-a846-d340bd4db792,GrossVolume,424.199655538671,,424.199655538671,m³,1.0,ifc,assume_m3
cab793c4-8e31-587c-a846-d340bd4db792,NetVolume,0.424233813068044,,0.424233813068044,m³,1.0,ifc,assume_m3
cab793c4-8e31-587c-a846-d340bd4db792,Perimeter,942.477796076936,,942.477796076936,m,1.0,ifc,assume_m
cab793c4-8e31-587c-a846-d340bd4db792,Width,6002.0,,6002.0,m,1.0,ifc,assume_m
41abd2dc-95a3-50e0-80e1-c250a9a83399,Reference,600 x 600 x 900mm,,900.0,mm,1.0,ifc,noop
41abd2dc-95a3-50e0-80e1-c250a9a83399,IsExternal,False,,0.0,,1.0,ifc,noop
41abd2dc-95a3-50e0-80e1-c250a9a83399,GrossArea,0.36,,0.36,m²,1.0,ifc,assume_m2
41abd2dc-95a3-50e0-80e1-c250a9a83399,NetArea,1.44,,1.44,m²,1.0,ifc,assume_m2
41abd2dc-95a3-50e0-80e1-c250a9a83399,GrossVolume,108.0,,108.0,m³,1.0,ifc,assume_m3
41abd2dc-95a3-50e0-80e1-c250a9a83399,NetVolume,0.108,,0.108,m³,1.0,ifc,assume_m3
41abd2dc-95a3-50e0-80e1-c250a9a83399,Perimeter,2400.0,,2400.0,m,1.0,ifc,assume_m
41abd2dc-95a3-50e0-80e1-c250a9a83399,Width,600.0,,600.0,m,1.0,ifc,assume_m
584d0758-94e4-525f-9837-5d30827630bc,Reference,600mm Diameter,,600.0,mm,1.0,ifc,noop
584d0758-94e4-525f-9837-5d30827630bc,IsExternal,False,,0.0,,1.0,ifc,noop
584d0758-94e4-525f-9837-5d30827630bc,GrossArea,0.0706763837951802,,0.0706763837951802,m²,1.0,ifc,assume_m2
584d0758-94e4-525f-9837-5d30827630bc,NetArea,5.79809833135519,,5.79809833135519,m²,1.0,ifc,assume_m2
584d0758-94e4-525f-9837-5d30827630bc,GrossVolume,424.199655538671,,424.199655538671,m³,1.0,ifc,assume_m3
584d0758-94e4-525f-9837-5d30827630bc,NetVolume,0.424233813068044,,0.424233813068044,m³,1.0,ifc,assume_m3
584d0758-94e4-525f-9837-5d30827630bc,Perimeter,942.477796076936,,942.477796076936,m,1.0,ifc,assume_m
584d0758-94e4-525f-9837-5d30827630bc,Width,6002.0,,6002.0,m,1.0,ifc,assume_m
ecd0c922-304b-554d-80cf-08a46fbb79b1,Reference,600 x 600 x 900mm,,900.0,mm,1.0,ifc,noop
ecd0c922-304b-554d-80cf-08a46fbb79b1,IsExternal,False,,0.0,,1.0,ifc,noop
ecd0c922-304b-554d-80cf-08a46fbb79b1,GrossArea,0.36,,0.36,m²,1.0,ifc,assume_m2
ecd0c922-304b-554d-80cf-08a46fbb79b1,NetArea,1.44,,1.44,m²,1.0,ifc,assume_m2
ecd0c922-304b-554d-80cf-08a46fbb79b1,GrossVolume,108.0,,108.0,m³,1.0,ifc,assume_m3
ecd0c922-304b-554d-80cf-08a46fbb79b1,NetVolume,0.108,,0.108,m³,1.0,ifc,assume_m3
ecd0c922-304b-554d-80cf-08a46fbb79b1,Perimeter,2400.0,,2400.0,m,1.0,ifc,assume_m
ecd0c922-304b-554d-80cf-08a46fbb79b1,Width,600.0,,600.0,m,1.0,ifc,assume_m
33dd0072-cf37-5934-8e8d-749944350400,Reference,600mm Diameter,,600.0,mm,1.0,ifc,noop
33dd0072-cf37-5934-8e8d-749944350400,IsExternal,False,,0.0,,1.0,ifc,noop
33dd0072-cf37-5934-8e8d-749944350400,GrossArea,0.0706763837951801,,0.0706763837951801,m²,1.0,ifc,assume_m2
33dd0072-cf37-5934-8e8d-749944350400,NetArea,5.79809833135518,,5.79809833135518,m²,1.0,ifc,assume_m2
33dd0072-cf37-5934-8e8d-749944350400,GrossVolume,424.199655538671,,424.199655538671,m³,1.0,ifc,assume_m3
33dd0072-cf37-5934-8e8d-749944350400,NetVolume,0.424233813068043,,0.424233813068043,m³,1.0,ifc,assume_m3
33dd0072-cf37-5934-8e8d-749944350400,Perimeter,942.477796076936,,942.477796076936,m,1.0,ifc,assume_m
33dd0072-cf37-5934-8e8d-749944350400,Width,6002.0,,6002.0,m,1.0,ifc,assume_m
91072adc-ba20-5d67-a0f4-16fbd8fad862,Reference,600 x 600 x 900mm,,900.0,mm,1.0,ifc,noop
91072adc-ba20-5d67-a0f4-16fbd8fad862,IsExternal,False,,0.0,,1.0,ifc,noop
91072adc-ba20-5d67-a0f4-16fbd8fad862,GrossArea,0.36,,0.36,m²,1.0,ifc,assume_m2
91072adc-ba20-5d67-a0f4-16fbd8fad862,NetArea,1.44,,1.44,m²,1.0,ifc,assume_m2
91072adc-ba20-5d67-a0f4-16fbd8fad862,GrossVolume,108.0,,108.0,m³,1.0,ifc,assume_m3
91072adc-ba20-5d67-a0f4-16fbd8fad862,NetVolume,0.108,,0.108,m³,1.0,ifc,assume_m3
91072adc-ba20-5d67-a0f4-16fbd8fad862,Perimeter,2400.0,,2400.0,m,1.0,ifc,assume_m
91072adc-ba20-5d67-a0f4-16fbd8fad862,Width,600.0,,600.0,m,1.0,ifc,assume_m
8478937c-2cb9-59c8-9480-5aafa15d74f3,Reference,600mm Diameter,,600.0,mm,1.0,ifc,noop
8478937c-2cb9-59c8-9480-5aafa15d74f3,IsExternal,False,,0.0,,1.0,ifc,noop
8478937c-2cb9-59c8-9480-5aafa15d74f3,GrossArea,0.0706763837951799,,0.0706763837951799,m²,1.0,ifc,assume_m2
8478937c-2cb9-59c8-9480-5aafa15d74f3,NetArea,5.79809833135518,,5.79809833135518,m²,1.0,ifc,assume_m2
8478937c-2cb9-59c8-9480-5aafa15d74f3,GrossVolume,424.19965553867,,424.19965553867,m³,1.0,ifc,assume_m3
8478937c-2cb9-59c8-9480-5aafa15d74f3,NetVolume,0.424233813068043,,0.424233813068043,m³,1.0,ifc,assume_m3
8478937c-2cb9-59c8-9480-5aafa15d74f3,Perimeter,942.477796076936,,942.477796076936,m,1.0,ifc,assume_m
8478937c-2cb9-59c8-9480-5aafa15d74f3,Width,6002.0,,6002.0,m,1.0,ifc,assume_m
3c0117ce-b8f4-5966-8b99-3ee6a220f6eb,Reference,600 x 600 x 900mm,,900.0,mm,1.0,ifc,noop
3c0117ce-b8f4-5966-8b99-3ee6a220f6eb,IsExternal,False,,0.0,,1.0,ifc,noop
3c0117ce-b8f4-5966-8b99-3ee6a220f6eb,GrossArea,0.36,,0.36,m²,1.0,ifc,assume_m2
3c0117ce-b8f4-5966-8b99-3ee6a220f6eb,NetArea,1.44,,1.44,m²,1.0,ifc,assume_m2
3c0117ce-b8f4-5966-8b99-3ee6a220f6eb,GrossVolume,108.0,,108.0,m³,1.0,ifc,assume_m3
3c0117ce-b8f4-5966-8b99-3ee6a220f6eb,NetVolume,0.108,,0.108,m³,1.0,ifc,assume_m3
