asset_id,ifc_class,name,canonical_class,class_confidence,flags,primary_flag,true_class,review_status,reviewer_notes,review_timestamp
03ce7483-d2af-5ab6-bb3a-6ccbc1fdfe47,IfcAirTerminal,M_Supply Diffuser - Rectangular Face Round Neck:600x600 - 250 Neck:490380,Air Terminals / Grilles,0.9,MISSING_REQUIRED_PROPERTY,MISSING_REQUIRED_PROPERTY,,PENDING,,
9285a12d-bad4-5adb-b2f1-2a110043415a,IfcPipeFitting,M_Pipe Elbow:Standard:545839,Piping fittings,0.9,,,,PENDING,,
343dbf1a-4d44-5072-844e-8dcf4b160c6a,IfcBeam,Rectangular(Timber)-Beam:Timber_50 x200:1176746,Beam (Concrete),0.9,,,,PENDING,,
cdb55ccf-81c5-5c6a-abf8-cf91493666e0,IfcAirTerminal,M_Return Diffuser:600 x 600 Face 300 x 300 Connection:430641,Air Terminals / Grilles,0.9,MISSING_REQUIRED_PROPERTY,MISSING_REQUIRED_PROPERTY,,PENDING,,
9a9268e9-b731-5975-89a2-f2f27de430af,IfcWallStandardCase,Basic Wall:Wall-Partn_12P-70MStd-12P:285846,,0.5,LOW_AI_CONF,LOW_AI_CONF,,PENDING,,
dbcf0bcf-e9b1-5473-84da-eb184ef856d3,IfcBeam,Rectangular(Timber)-Beam:Timber_50 x200:1176234,Beam (Concrete),0.9,,,,PENDING,,
2d807165-6a60-56cd-93e5-c1f8aa7e7947,IfcBeam,Rectangular(Timber)-Beam:Timber_50 x200:1175953,Beam (Concrete),0.9,,,,PENDING,,
8268b694-bf66-5bba-8722-e4013c2ef17e,IfcPipeSegment,Pipe Types:Standard:529278,Piping,0.9,,,,PENDING,,
c12d4daa-4659-5780-b786-80eb8af8de36,IfcColumn,M_HSS Square-Column:HSS63.5X63.5X7.9:1417481,Columns (Concrete),0.9,,,,PENDING,,
a81a3f3b-63e7-5416-8e5d-a32a1cfed742,IfcBeam,Light Gauge-Joists:SC15012:1046312,Beam (Concrete),0.9,,,,PENDING,,
ea65ff7a-c06f-531d-90c4-1066823d0aaf,IfcCovering,Compound Ceiling:Abgehängte Decke 5.0cm - 600 x 600:580450,Ceilings,0.9,INCONSISTENT_NEIGHBOR,INCONSISTENT_NEIGHBOR,,PENDING,,
e3d349a7-07e6-50d3-aca2-0b475e195d27,IfcBeam,Rectangular(Timber)-Beam:Timber_50 x150 _ContentGenerator:1417325,Beam (Concrete),0.9,,,,PENDING,,
bc0821ec-88e4-51ab-b23e-9336a4ad71fa,IfcPipeSegment,Pipe Types:Standard:531201,Piping,0.9,,,,PENDING,,
b06068c3-6ea1-5577-adc1-d26828b00513,IfcPipeFitting,M_Tee - Generic:Standard:529259,Piping fittings,0.9,,,,PENDING,,
a1a9417c-ad20-5806-9deb-a83616159ada,IfcRailing,Railing:SH_1100mm:931377,Railings,0.9,,,,PENDING,,
c8d16dbe-f034-5e79-8f06-f7b35db9f74d,IfcLightFixture,M_Pendant Light - Disk:100W - 277V:444931,Lighting Fixture,0.9,,,,PENDING,,
74fcacdf-dfb5-5fa0-95e2-c05fae6e6540,IfcPipeSegment,Pipe Types:Standard:527533,Piping,0.9,,,,PENDING,,
4b9dfb27-7150-599e-aafc-4fd3ad52bb97,IfcWall,Basic Wall:MW 17.5:573717,Internal walls,0.9,INCONSISTENT_NEIGHBOR,INCONSISTENT_NEIGHBOR,,PENDING,,
f46a0b21-80d3-5390-a8e1-084950567afa,IfcPipeSegment,Pipe Types:Standard:606546,Piping,0.9,,,,PENDING,,
9065a2be-9174-5175-b506-d4592ad0c251,IfcSlab,Floor:Rigid Insulation:1211070,Floors,0.9,INCONSISTENT_NEIGHBOR,INCONSISTENT_NEIGHBOR,,PENDING,,
8e228f4c-7bca-5cf5-9997-5754ae6e8299,IfcPipeFitting,M_Pipe Elbow:Standard:529655,Piping fittings,0.9,,,,PENDING,,
ed9fbbc4-f16a-5d8f-900e-706ee0fbd471,IfcBeam,Rectangular(Timber)-Beam:Timber_50 x150 _ContentGenerator:1417343,Beam (Concrete),0.9,,,,PENDING,,
a5d5bceb-5363-5254-a58e-d564e4fa2c26,IfcDoor,Single-Flush:800 x 2100:425292,Doors,0.9,INCONSISTENT_NEIGHBOR,INCONSISTENT_NEIGHBOR,,PENDING,,
be70e4a4-fb2a-5ef6-ad62-ead4aac76c56,IfcCurtainWall,Curtain Wall:SH_Curtain wall:847436,Curtain Panels,0.9,,,,PENDING,,
