asset_id,ifc_class,name,canonical_class,class_confidence,flags,primary_flag,true_class,review_status,reviewer_notes,review_timestamp
08d7aac3-f2fc-50e2-88e0-579ada8c22a7,IfcRoof,house - roof,Roof,0.9,,,,PENDING,,
604d45bb-1499-5fde-9c53-d43bf79bbae4,IfcWall,house - outer wall - house back,Internal walls,0.9,,,,PENDING,,
00d1b950-f44c-51a2-9527-743a7edd4a09,IfcWall,house - outer wall - house front,Internal walls,0.9,,,,PENDING,,
fa131d94-af27-58a2-9eaa-f07bf3c75c1a,IfcWall,house - outer wall - house front right,Internal walls,0.9,,,,PENDING,,
bf8a20ac-6837-58d7-8f04-ec9e3d06479f,IfcWall,house - inner wall,Internal walls,0.9,,,,PENDING,,
dd404b51-0c16-5e89-9b21-b9c8769ffd51,IfcSlab,bridge road - approach slab,Slabs,0.9,,,,PENDING,,
bfc0397f-14bf-573d-95ac-e50634284337,IfcSlab,bridge road - approach slab,Slabs,0.9,,,,PENDING,,
0a6453d4-2a5a-5b5a-831e-849b93c2efbf,IfcSlab,road river bridge - bridge deck,Slabs,0.9,,,,PENDING,,
1dfbcf63-b717-55b9-941a-6abcb95655bd,IfcColumn,road river bridge pierstem,Columns (Concrete),0.9,,,,PENDING,,
87ed24c5-bdff-5733-8956-12071e24d10b,IfcColumn,road river bridge pierstem,Columns (Concrete),0.9,,,,PENDING,,
d4661d9b-73c4-594f-9de2-2c660fc8d3d1,IfcColumn,road river bridge pierstem,Columns (Concrete),0.9,,,,PENDING,,
63c9fbf8-57f4-5885-b11b-4e1f442e1f85,IfcColumn,rail bridge - pierstem,Columns (Concrete),0.9,,,,PENDING,,
9aa075ed-dbf3-5b8d-aada-379831cc577f,IfcColumn,rail bridge - pierstem,Columns (Concrete),0.9,,,,PENDING,,
9f639363-e275-5422-b9c6-06c4d88fd08b,IfcColumn,rail bridge - pierstem,Columns (Concrete),0.9,,,,PENDING,,
2ed923c4-157e-50ad-9305-c906d6b5e37f,IfcColumn,rail bridge - pierstem,Columns (Concrete),0.9,,,,PENDING,,
6de95f5c-2842-5bb1-afeb-904b9ae063e1,IfcBeam,road river bridge - abutment support beam,Beam (Concrete),0.9,,,,PENDING,,
83f51216-ad4c-537e-b37f-88fdd4a8ec1f,IfcBeam,road river bridge - abutment support beam,Beam (Concrete),0.9,,,,PENDING,,
472e4f9c-8c70-5296-ae35-59e5b70b8d72,IfcBeam,road river bridge - main girder,Beam (Concrete),0.9,,,,PENDING,,
5d313555-184b-5aed-b54e-b87e41bbc01d,IfcBeam,road river bridge - main girder,Beam (Concrete),0.9,,,,PENDING,,
1faa9037-4bcc-5fa6-a8a3-3194b4816063,IfcBeam,road river bridge - main girder,Beam (Concrete),0.9,,,,PENDING,,
fc0196ec-cbe1-57a3-a098-47ca7102bb65,IfcBeam,bridge road - cross girder,Beam (Concrete),0.9,,,,PENDING,,
cadfad0b-b4b2-568b-ad14-d6ded6bc6f1f,IfcBeam,bridge road - cross girder,Beam (Concrete),0.9,,,,PENDING,,
a8f47ac7-3b81-5d8d-b40f-6d447c9589aa,IfcBeam,bridge road - cross girder,Beam (Concrete),0.9,,,,PENDING,,
42852903-eb25-530a-ab90-7d91e3a69af4,IfcWall,rail bridge - spandrel wall,Internal walls,0.9,,,,PENDING,,
33da0650-8a3e-590b-8c7c-091f703cdf81,IfcWall,rail bridge - spandrel wall,Internal walls,0.9,,,,PENDING,,
6944da49-e971-5dbc-9548-1582118fa032,IfcWall,rail bridge - spandrel wall,Internal walls,0.9,,,,PENDING,,
949323d6-402a-5138-bed0-3085fb4db2ac,IfcWall,rail bridge - spandrel wall,Internal walls,0.9,,,,PENDING,,
5fd628f9-2bb1-5ab3-80bd-9fbb4fe726ad,IfcRailing,bridge road railing,Railings,0.9,,,,PENDING,,
6bc94901-5dd2-5634-b618-745fa1bb98fd,IfcRailing,bridge road railing,Railings,0.9,,,,PENDING,,
cc407e00-55a5-5aff-9a3b-415cab6f39d3,IfcPipeSegment,sewer pipe,Piping,0.9,,,,PENDING,,
ef1c1ad7-6a40-5a77-a9e0-0c305ea44970,IfcPipeSegment,sewer pipe,Piping,0.9,,,,PENDING,,
d6d48679-69cc-5969-9b2b-b4800e3cbe80,IfcPipeSegment,sewer pipe,Piping,0.9,,,,PENDING,,
688596f8-49f6-5504-b899-bc749577dcb1,IfcPipeSegment,sewer pipe,Piping,0.9,,,,PENDING,,
92fff777-c6b4-568d-8290-c7407684c7a5,IfcPipeSegment,sewer pipe,Piping,0.9,,,,PENDING,,
3a185042-e8c1-5ed1-b8c0-a566ea45389b,IfcPipeSegment,sewer pipe,Piping,0.9,,,,PENDING,,
29b0c1ae-294b-5c65-889e-c43b8a9497b3,IfcPipeSegment,sewer pipe,Piping,0.9,,,,PENDING,,
e4877e0a-552a-5d6b-8465-5eb84476ce77,IfcPipeSegment,sewer pipe,Piping,0.9,,,,PENDING,,
7c2e9bd7-baaa-529a-a012-c61798b1e96d,IfcPipeSegment,sewer pipe,Piping,0.9,,,,PENDING,,
3f654c39-a53a-5df6-963d-e2f45bb4355b,IfcPipeSegment,sewer pipe,Piping,0.9,,,,PENDING,,
60d85130-fb34-548b-bf42-735c96ca157c,IfcPipeSegment,sewer pipe,Piping,0.9,,,,PENDING,,
9e138146-8365-53de-9cb5-148593228cbe,IfcPipeSegment,sewer pipe,Piping,0.9,,,,PENDING,,
3e459c0b-9aef-5b08-a60e-f13d4f5cf8b2,IfcPipeSegment,sewer pipe,Piping,0.9,,,,PENDING,,
583136cf-980e-5c9b-8135-6cb9f8e8ed15,IfcPipeSegment,sewer pipe,Piping,0.9,,,,PENDING,,
a6a31fcd-a863-55c2-9930-331ce3dc3b7c,IfcPipeSegment,sewer pipe,Piping,0.9,,,,PENDING,,
e8e7b498-fa61-5f4d-8f43-b6f1be865f58,IfcPipeSegment,sewer pipe,Piping,0.9,,,,PENDING,,
d5b5acca-cd7d-5f81-bad6-f0bc50aa7dce,IfcPipeSegment,sewer pipe,Piping,0.9,,,,PENDING,,
11875ac0-acb0-5729-a0b0-97c6843153b3,IfcPipeSegment,sewer pipe,Piping,0.9,,,,PENDING,,
539f60a0-d750-5d14-9a18-8e0232f8da48,IfcPipeSegment,sewer pipe,Piping,0.9,,,,PENDING,,
c01b58fd-47cc-58ad-9fcb-5713c1009a66,IfcPipeSegment,sewer pipe,Piping,0.9,,,,PENDING,,
e352e020-8d16-59ff-997b-f4bd862608f2,IfcPipeSegment,sewer pipe,Piping,0.9,,,,PENDING,,
1e19932f-8aa1-54c3-a853-63c70210e929,IfcPipeSegment,sewer pipe,Piping,0.9,,,,PENDING,,
a8a3770d-5ee5-5279-a65b-6749cca06da1,IfcPipeSegment,sewer pipe,Piping,0.9,,,,PENDING,,
c0706438-62d1-53ac-9f7f-8eda20a1ff1a,IfcPipeSegment,sewer pipe,Piping,0.9,,,,PENDING,,
55b7c5d4-cf47-5456-ab46-eda8a1e18e97,IfcSlab,Test Slab,Floors,0.9,,,,PENDING,,
cc451cbe-7bd8-518d-a129-00f4ba813a00,IfcColumn,Test Column,Columns (Concrete),0.9,,,,PENDING,,
90977368-ea0d-56e4-b186-e5d611dec383,IfcDoor,Test Door,Doors,0.9,,,,PENDING,,
