asset_id,ifc_class,name,canonical_class,class_confidence,flags,primary_flag,true_class,review_status,reviewer_notes,review_timestamp
581a6361-3efb-56df-8ad5-49b7127df091,IfcDoor,Doors_IntSgl:810x2110mm:285996,,0.5,LOW_AI_CONF,LOW_AI_CONF,,PENDING,,
09e4fef0-d3b0-50bc-80f9-523660e431a1,IfcPipeFitting,M_Transition - Generic:Standard:732548,,0.5,LOW_AI_CONF,LOW_AI_CONF,,PENDING,,
ed8c01af-bd1f-502e-9fcf-02d6cfb8dccd,IfcPipeFitting,M_Pipe Elbow:Standard:529675,,0.5,LOW_AI_CONF,LOW_AI_CONF,,PENDING,,
2ec641d9-b360-5a30-ae69-f6b71dd84162,IfcDoor,Curtain Wall Dbl Glass:Curtain Wall Dbl Glass:704286,,0.5,LOW_AI_CONF,LOW_AI_CONF,,PENDING,,
2307a112-34d6-5d77-82cc-c4b893abc03d,IfcPipeFitting,M_Pipe Elbow:Standard:529620,,0.5,LOW_AI_CONF,LOW_AI_CONF,,PENDING,,
e0a447a4-0c6b-59b9-be3a-529d955c2b1f,IfcCurtainWall,Curtain Wall:Standard:574224,,0.5,LOW_AI_CONF,LOW_AI_CONF,,PENDING,,
766b5c3b-3380-54be-ac5e-8431e270fc96,IfcPipeSegment,Pipe Types:Standard:529696,,0.5,LOW_AI_CONF,LOW_AI_CONF,,PENDING,,
a3a84e84-477c-54e1-8a28-9d517a67b1ea,IfcColumn,STB Stütze - rund:STB d=30:573476,Columns (Concrete),0.9,,,,PENDING,,
f6de66b2-f9ed-57f3-a650-b5f352212e6c,IfcSlab,Floor:FB 15.0 - Holzdielen:578071,Floors,0.9,,,,PENDING,,
87ed24c5-bdff-5733-8956-12071e24d10b,IfcColumn,road river bridge pierstem,Columns (Concrete),0.9,,,,PENDING,,
a7b3b077-83cb-583d-9ae6-a5d7745e23bf,IfcBeam,Rectangular(Timber)-Beam:Timber_50 x150 _ContentGenerator:1417399,Beam (Concrete),0.9,,,,PENDING,,
f1cb73e8-7d36-571c-9ac2-9ed1e26ccac6,IfcFooting,foundation - bridge rail,,0.5,LOW_AI_CONF,LOW_AI_CONF,,PENDING,,
4a26c04b-cddd-5dd8-94e7-d02e10668241,IfcAirTerminal,M_Return Diffuser:600 x 600 Face 300 x 300 Connection:509961,,0.5,LOW_AI_CONF,LOW_AI_CONF,,PENDING,,
b4c66129-5a0b-5233-939e-ab41dc243383,IfcLightFixture,M_Pendant Light - Linear - 2 Lamp:2400mm - 277V:445377,Lighting Fixture,0.9,,,,PENDING,,
9c696162-e96f-564f-ac03-ca9d376257a2,IfcLightFixture,M_Pendant Light - Disk:100W - 277V:444938,Lighting Fixture,0.9,,,,PENDING,,
8c1bfae9-343e-5d24-ba40-6409a28d86a3,IfcBeam,PFC-Parallel Flange Channels (AS 3679_1):200PFC:1417462,Beam (Concrete),0.9,,,,PENDING,,
d31db26b-1fea-588c-a257-954a7ed88a7f,IfcColumn,STB Stütze - rund:STB d=30:573347,Columns (Concrete),0.9,,,,PENDING,,
81d55daa-3c72-57a8-92d3-a57d680b0f04,IfcAirTerminal,M_Supply Diffuser - Sidewall:450 x 200:415248,,0.5,LOW_AI_CONF,LOW_AI_CONF,,PENDING,,
0d9cfc0f-bcdd-54b0-80af-49e60e358dfd,IfcColumn,STB Stütze - rund:STB d=30:573348,Columns (Concrete),0.9,,,,PENDING,,
e4956a9e-6a52-5db4-b643-277451f8d1a7,IfcStair,Stair:Massiv - Stufen Naturstein:576548,,0.5,LOW_AI_CONF,LOW_AI_CONF,,PENDING,,
0e09b80b-4bb2-5dd3-8610-3edcebfde339,IfcPipeSegment,Pipe Types:Standard:531072,,0.5,LOW_AI_CONF,LOW_AI_CONF,,PENDING,,
0b686860-61c3-5c00-9bc8-52c0636bce92,IfcAirTerminal,M_Return Diffuser:600 x 600 Face 300 x 300 Connection:430875,,0.5,LOW_AI_CONF,LOW_AI_CONF,,PENDING,,
83beeaff-4d1e-5af1-aa8d-fd5e70ab4555,IfcPipeFitting,M_Pipe Tee:Standard:531130,,0.5,LOW_AI_CONF,LOW_AI_CONF,,PENDING,,
9f33010d-55eb-54ba-b4d4-89d0b98870b1,IfcPipeSegment,Pipe Types:Standard:605338,,0.5,LOW_AI_CONF,LOW_AI_CONF,,PENDING,,
e1c8816e-2f40-51ad-9971-270eedbd13c7,IfcRailing,Railing:Stahl (1) - Horizontal:576320,,0.5,LOW_AI_CONF,LOW_AI_CONF,,PENDING,,
0a73e351-b167-5ae6-be50-822951ae93dc,IfcPipeSegment,Pipe Types:Standard:529118,,0.5,LOW_AI_CONF,LOW_AI_CONF,,PENDING,,
7c5ff3a0-d155-5639-8189-6667bfcff4d9,IfcBeam,Light Gauge-Joists:SC15012:1046468,Beam (Concrete),0.9,,,,PENDING,,
36e21bf9-e24b-57be-bb1d-75a602964c58,IfcPipeSegment,Pipe Types:Standard:531134,,0.5,LOW_AI_CONF,LOW_AI_CONF,,PENDING,,
2e0082d1-bdfb-569d-a5d3-076bdf1384a9,IfcLightFixture,M_Pendant Light - Linear - 2 Lamp:2400mm - 277V:446834,Lighting Fixture,0.9,,,,PENDING,,
1a79eaca-f008-5256-a20a-23592553c9fd,IfcPipeSegment,Pipe Types:Standard:605342,,0.5,LOW_AI_CONF,LOW_AI_CONF,,PENDING,,
4c6ed9e2-7ba4-57bd-a5bf-1df436fb92e8,IfcDoor,Drehflügel 1-flg - Stahlzarge:88.5 x 2.26:575886,,0.5,LOW_AI_CONF,LOW_AI_CONF,,PENDING,,
99fc690f-71dd-5781-b72d-f5b0d49dfd67,IfcBeam,Rectangular(Timber)-Beam:Timber_50 x200:1176222,Beam (Concrete),0.9,,,,PENDING,,
eff900b0-42c5-59e7-9ba7-dce77cd9bad7,IfcPipeFitting,M_Transition - Generic:Standard:733329,,0.5,LOW_AI_CONF,LOW_AI_CONF,,PENDING,,
abf75d8c-f32a-5252-b878-581bfd93d616,IfcColumn,STB Stütze - rund:STB d=30:573481,Columns (Concrete),0.9,,,,PENDING,,
cb42a946-36cc-5ed0-b68e-977a6f9af9d2,IfcPipeSegment,Pipe Types:Standard:528222,,0.5,LOW_AI_CONF,LOW_AI_CONF,,PENDING,,
82c2eaf7-b308-544e-a2c2-439ece94b27a,IfcColumn,STB Stütze - rund:STB d=30:573377,Columns (Concrete),0.9,,,,PENDING,,
31505945-e7d3-5788-863d-6d2b795c38dc,IfcColumn,STB Stütze - rund:STB d=30:573499,Columns (Concrete),0.9,,,,PENDING,,
dde837d0-8481-5b8c-8c0a-c48e511e7153,IfcCurtainWall,Curtain Wall:Curtain_Wall-Exterior_Glazing:285582,,0.5,LOW_AI_CONF,LOW_AI_CONF,,PENDING,,
